NPB選手ID,id,選手,名前(フリガナ),ロングリスト,所属部門,team_id,team,pos1,pos2,pos3,投,打,身長,体重,年齢,生年月日,編成,選手登録状態,英語表示名,real_name_in_english,NPB選手ID,背番号,背番号#,teamEN,nameTM
31435155,1073226624,豊田　寛,トヨダ　ヒロシ,プロ(他球団),他球団,894509462,阪神,外野手,右翼手,なし,右,右,177,85,24,1997/04/28,支配下,2軍,Hiroshi Toyoda,Hiroshi Toyoda,31435155,61,#61,HAN_TIG,31435155
11915155,1073226629,小木田　敦也,コギタ　アツヤ,プロ(他球団),他球団,473072806,オリックス,投手,先発,なし,右,右,173,83,23,1998/10/10,支配下,2軍,Atsuya Kogita,Atsuya Kogita,11915155,56,#56,ORI_BUF,11915155
31135153,1073226655,赤上　優人,アカガミ　ユウト,プロ(他球団),他球団,458039366,西武,投手,先発,なし,右,右,177,81,23,1999/02/10,育成,2軍,Yuto Akagami,Yuto Akagami,31135153,121,#121,SAI_LIO,31135153
81385151,1073226710,海野　隆司,ウミノ　タカシ,プロ(他球団),他球団,724939825,ソフトバンク,捕手,捕手,なし,右,右,174,82,24,1997/07/15,支配下,2軍,Takashi Umino,Takashi Umino,81385151,62,#62,HOK_FIG,81385151
23325155,1073226744,八木　彬,ヤギ　アキラ,プロ(他球団),他球団,459227327,ロッテ,投手,先発,なし,右,右,180,94,24,1997/05/26,支配下,2軍,Akira Yagi,Akira Yagi,23325155,33,#33,CHI_MAR,23325155
81385134,1073226795,小野　泰己,オノ　タイキ,プロ(他球団),他球団,894509462,阪神,投手,中継ぎ,先発,右,右,186,75,27,1994/05/30,支配下,2軍,Taiki Ono,Taiki Ono,81385134,98,#98,HAN_TIG,81385134
11815136,1073226941,増田　珠,マスダ　シュウ,プロ(他球団),他球団,724939825,ソフトバンク,内野手,三塁手,なし,右,右,179,83,22,1999/05/21,支配下,2軍,Shu Masuda,Shu Masuda,11815136,33,#33,HOK_FIG,11815136
91495130,1073226972,西野　真弘,ニシノ　マサヒロ,プロ(他球団),他球団,473072806,オリックス,内野手,三塁手,二塁手,右,左,167,71,31,1990/08/02,支配下,2軍,Masahiro Nishino,Masahiro Nishino,91495130,5,#5,ORI_BUF,91495130
41045151,1073227007,杉山　晃基,スギヤマ　コウキ,プロ(他球団),他球団,998943140,ヤクルト,投手,中継ぎ,なし,右,左,182,84,24,1997/06/25,支配下,2軍,Kohki Sugiyama,Kohki Sugiyama,41045151,35,#35,YAK_SWA,41045151
11415134,1073227110,床田　寛樹,トコダ　ヒロキ,プロ(他球団),他球団,743993386,広島,投手,先発,なし,左,左,181,90,27,1995/03/01,支配下,2軍,Hiroki Tokoda,Hiroki Tokoda,11415134,28,#28,,11415134
21525138,1073227130,勝野　昌慶,カツノ　アキヨシ,プロ(他球団),他球団,39194887,中日,投手,先発,なし,右,右,183,89,24,1997/06/12,支配下,2軍,Akiyoshi Katsuno,Akiyoshi Katsuno,21525138,41,#41,CHU_DRA,21525138
1205130,1073227149,戸川　大輔,トガワ　ダイスケ,プロ(他球団),他球団,458039366,西武,外野手,左翼手,中堅手,右,左,188,90,25,1996/04/29,支配下,2軍,Daisuke Togawa,Daisuke Togawa,1205130,65,#65,SAI_LIO,1205130
81285151,1073227164,津森　宥紀,ツモリ　ユウキ,プロ(他球団),他球団,724939825,ソフトバンク,投手,中継ぎ,抑え,右,右,176,83,24,1998/01/21,支配下,2軍,Yuki Tsumori,Yuki Tsumori,81285151,11,#11,HOK_FIG,81285151
81385130,1073227222,太田　賢吾,オオタ　ケンゴ,プロ(他球団),他球団,998943140,ヤクルト,内野手,二塁手,右翼手,右,左,186,85,25,1997/01/19,支配下,2軍,Kengo Ota,Kengo Ota,81385130,46,#46,YAK_SWA,81385130
61365132,1073227261,宇佐見　真吾,ウサミ　シンゴ,プロ(他球団),他球団,842851725,日本ハム,捕手,捕手,一塁手,右,左,181,92,28,1993/06/04,支配下,2軍,Shingo Usami,Shingo Usami,61365132,30,#30,,61365132
81285134,1073227265,寺島　成輝,テラシマ　ナルキ,プロ(他球団),他球団,998943140,ヤクルト,投手,中継ぎ,なし,左,左,183,90,23,1998/07/30,支配下,2軍,Naruki Terashima,Naruki Terashima,81285134,18,#18,YAK_SWA,81285134
21725151,1073227291,勝俣　翔貴,カツマタ　ショウキ,プロ(他球団),他球団,1007859055,巨人,内野手,三塁手,一塁手,右,左,178,88,24,1997/07/20,育成,2軍,Syoki Katsumata,Syoki Katsumata,21725151,5,#005,YOM_GIA,21725151
21025134,1073227297,高山　優希,タカヤマ　ユウキ,プロ(他球団),他球団,842851725,日本ハム,投手,中継ぎ,なし,左,左,181,82,23,1998/05/17,育成,2軍,Yuki Takayama,Yuki Takayama,21025134,148,#148,,21025134
3505153,1073227501,アルカンタラ,ラウル・アルカンタラ,プロ(他球団),他球団,894509462,阪神,投手,中継ぎ,先発,右,右,193,109,29,1992/12/04,支配下,2軍,Raul Alcantara,Raul Alcantara,3505153,44,#44,HAN_TIG,3505153
3505138,1073227588,ロメロ,エンニー　ロメロ,プロ(他球団),他球団,459227327,ロッテ,投手,先発,なし,左,右,190,103,31,1991/01/24,支配下,2軍,Enny Romero,Enny Romero,3505138,91,#91,CHI_MAR,3505138
83585155,1073227638,アルカンタラ,アリスメンディ　アルカンタラ,プロ(他球団),他球団,842851725,日本ハム,内野手,遊撃手,二塁手,右,両,178,77,30,1991/10/29,支配下,2軍,Arismendy Alcantara,Arismendy Alcantara,83585155,6,#6,,83585155
21925151,1073227676,郡司　裕也,グンジ　ユウヤ,プロ(他球団),他球団,39194887,中日,捕手,捕手,なし,右,右,180,89,24,1997/12/27,支配下,2軍,Yuya Gunji,Yuya Gunji,21925151,44,#44,CHU_DRA,21925151
83185153,1073227732,三好　大倫,ミヨシ　ヒロノリ,プロ(他球団),他球団,39194887,中日,外野手,右翼手,なし,左,左,179,83,24,1997/09/28,支配下,2軍,Hironori Miyoshi,Hironori Miyoshi,83185153,30,#30,CHU_DRA,83185153
73775155,1073228064,アンドリース,マット　アンドリース,プロ(他球団),他球団,1007859055,巨人,投手,先発,中継ぎ,右,右,188,97,32,1989/08/28,支配下,2軍,Matt Andriese,Matthew Lee Andriese,73775155,29,#29,YOM_GIA,73775155
23925153,1073228108,ロハス・ジュニア,メル・ロハス・ジュニア,プロ(他球団),他球団,894509462,阪神,外野手,左翼手,なし,右,両,189,110,31,1990/05/24,支配下,2軍,Mel Rojas Jr.,Mel Rojas Jr.,23925153,24,#24,HAN_TIG,23925153
31635134,1073228294,畠　世周,ハタケ　セイシュウ,プロ(他球団),他球団,1007859055,巨人,投手,先発,なし,右,左,186,82,27,1994/05/31,支配下,2軍,Seishu Hatake,Seishu Hatake,31635134,45,#45,YOM_GIA,31635134
93195132,1073228419,山本　泰寛,ヤマモト　ヤスヒロ,プロ(他球団),他球団,894509462,阪神,内野手,遊撃手,三塁手,右,右,176,76,28,1993/10/10,支配下,2軍,Yasuhiro Yamamoto,Yasuhiro Yamamoto,93195132,0,#00,HAN_TIG,93195132
13315136,1073228421,若林　晃弘,ワカバヤシ　アキヒロ,プロ(他球団),他球団,1007859055,巨人,内野手,二塁手,左翼手,右,両,180,79,28,1993/08/26,支配下,2軍,Akihiro Wakabayashi,Akihiro Wakabayashi,13315136,37,#37,YOM_GIA,13315136
71575136,1073228426,神里　和毅,カミザト　カズキ,プロ(他球団),他球団,87807262,横浜,外野手,中堅手,右翼手,右,左,179,81,28,1994/01/17,支配下,2軍,Kazuki Kamizato,Kazuki Kamizato,71575136,8,#8,BAY_STA,71575136
73375132,1073228430,渡邉　大樹,ワタナベ　ダイキ,プロ(他球団),他球団,998943140,ヤクルト,外野手,右翼手,二塁手,右,右,182,87,24,1997/06/07,支配下,2軍,Daiki Watanabe,Daiki Watanabe,73375132,49,#49,YAK_SWA,73375132
61365138,1073228444,奥村　政稔,オクムラ　マサト,プロ(他球団),他球団,724939825,ソフトバンク,投手,中継ぎ,なし,右,右,175,77,29,1992/08/14,支配下,2軍,Masato Okumura,Masato Okumura,61365138,61,#61,HOK_FIG,61365138
53355132,1073228452,與那原　大剛,ヨナハラ　ヒロタカ,プロ(他球団),他球団,1007859055,巨人,投手,先発,なし,右,右,189,90,24,1998/03/09,育成,2軍,Hirotaka Yonahara,Hirotaka Yonahara,53355132,46,#046,YOM_GIA,53355132
3505155,1073228458,横山　楓,ヨコヤマ　カエデ,プロ(他球団),他球団,473072806,オリックス,投手,先発,なし,右,両,181,91,24,1997/12/28,支配下,2軍,Kaede Yokoyama,Kaede Yokoyama,3505155,52,#52,ORI_BUF,3505155
3905155,1073228468,コール,A.J.コール,プロ(他球団),他球団,998943140,ヤクルト,投手,先発,なし,右,右,193,105,30,1992/01/05,支配下,2軍,A.J. Cole,Andrew Jordan Cole,3905155,63,#63,YAK_SWA,3905155
81085153,1073228556,佐藤　蓮,サトウ　レン,プロ(他球団),他球団,894509462,阪神,投手,先発,なし,右,右,189,105,23,1998/04/11,支配下,2軍,Ren Sato,Ren Sato,81085153,30,#30,HAN_TIG,81085153
41345151,1073229008,宇草　孔基,ウグサ　コウキ,プロ(他球団),他球団,743993386,広島,外野手,左翼手,なし,右,左,185,79,24,1997/04/17,支配下,2軍,Koki Ugusa,Koki Ugusa,41345151,38,#38,,41345151
71275153,1073229015,鈴木　昭汰,スズキ　ショウタ,プロ(他球団),他球団,459227327,ロッテ,投手,先発,なし,左,左,175,80,23,1998/09/07,支配下,2軍,Shota Suzuki,Shota Suzuki,71275153,35,#35,CHI_MAR,71275153
73375153,1073229091,森浦　大輔,モリウラ　ダイスケ,プロ(他球団),他球団,743993386,広島,投手,先発,なし,左,左,175,71,23,1998/06/15,支配下,2軍,Daisuke Moriura,Daisuke Moriura,73375153,13,#13,,73375153
41145151,1073229260,伊勢　大夢,イセ　ヒロム,プロ(他球団),他球団,87807262,横浜,投手,中継ぎ,なし,右,右,182,90,24,1998/03/07,支配下,2軍,Hiromu Ise,Hiromu Ise,41145151,13,#13,BAY_STA,41145151
81385153,1073229328,岩田　将貴,イワタ　マサキ,プロ(他球団),他球団,894509462,阪神,投手,中継ぎ,なし,左,左,178,75,23,1998/06/16,育成,2軍,Masaki Iwata,Masaki Iwata,81385153,122,#122,HAN_TIG,81385153
21325134,1073229429,大山　悠輔,オオヤマ　ユウスケ,プロ(他球団),他球団,894509462,阪神,内野手,三塁手,一塁手,右,右,181,92,27,1994/12/19,支配下,2軍,Yusuke Oyama,Yusuke Oyama,21325134,3,#3,HAN_TIG,21325134
11315155,1073229454,石森　大誠,イシモリ　タイセイ,プロ(他球団),他球団,39194887,中日,投手,先発,なし,左,左,178,83,24,1997/12/03,支配下,2軍,Taisei Ishimori,Taisei Ishimori,11315155,26,#26,CHU_DRA,11315155
31535132,1073229477,愛斗,アイト,プロ(他球団),他球団,458039366,西武,外野手,右翼手,左翼手,右,右,177,95,24,1997/04/06,支配下,2軍,Aito,Aito Takeda,31535132,53,#53,SAI_LIO,31535132
11315153,1073229489,五十幡　亮汰,イソバタ　リョウタ,プロ(他球団),他球団,842851725,日本ハム,外野手,中堅手,なし,右,左,171,65,23,1998/11/27,支配下,2軍,Ryota Isobata,Ryota Isobata,11315153,50,#50,,11315153
71175132,1073229524,青柳　晃洋,アオヤギ　コウヨウ,プロ(他球団),他球団,894509462,阪神,投手,先発,なし,右,右,183,83,28,1993/12/11,支配下,2軍,Koyo Aoyagi,Koyo Aoyagi,71175132,50,#50,HAN_TIG,71175132
11915134,1073229534,坂倉　将吾,サカクラ　ショウゴ,プロ(他球団),他球団,743993386,広島,捕手,捕手,なし,右,左,176,88,23,1998/05/29,支配下,2軍,Shogo Sakakura,Shogo Sakakura,11915134,31,#31,,11915134
61165151,1073229590,出井　敏博,イデイ　トシヒロ,プロ(他球団),他球団,458039366,西武,投手,先発,なし,右,右,186,76,24,1997/04/29,育成,2軍,Toshihiro Idei,Toshihiro Idei,61165151,120,#120,SAI_LIO,61165151
41545151,1073229649,大西　広樹,オオニシ　ヒロキ,プロ(他球団),他球団,998943140,ヤクルト,投手,中継ぎ,なし,右,右,175,84,24,1997/11/08,支配下,2軍,Hiroki Onishi,Hiroki Onishi,41545151,44,#44,YAK_SWA,41545151
71275132,1073229677,茶谷　健太,チャタニ　ケンタ,プロ(他球団),他球団,459227327,ロッテ,内野手,遊撃手,二塁手,右,右,186,90,24,1998/01/16,支配下,2軍,Kenta Chatani,Kenta Chatani,71275132,67,#67,CHI_MAR,71275132
71675132,1073229694,姫野　優也,ヒメノ　ユウヤ,プロ(他球団),他球団,842851725,日本ハム,投手,先発,右翼手,右,右,184,93,24,1997/04/02,育成,2軍,Yuya Himeno,Yuya Himeno,71675132,161,#161,,71675132
11715153,1073229699,小川　龍成,オガワ　リュウセイ,プロ(他球団),他球団,459227327,ロッテ,内野手,遊撃手,なし,右,左,171,72,23,1998/04/05,支配下,2軍,Ryusei Ogawa,Ryusei Ogawa,11715153,57,#57,CHI_MAR,11715153
91995138,1073229701,杉山　一樹,スギヤマ　カズキ,プロ(他球団),他球団,724939825,ソフトバンク,投手,先発,なし,右,右,193,102,24,1997/12/07,支配下,2軍,Kazuki Sugiyama,Kazuki Sugiyama,91995138,40,#40,HOK_FIG,91995138
21525151,1073229724,太田　龍,オオタ　リュウ,プロ(他球団),他球団,1007859055,巨人,投手,先発,なし,右,右,190,97,23,1998/11/15,支配下,2軍,Ryu Ota,Ryu Ota,21525151,33,#33,YOM_GIA,21525151
51555151,1073229730,蝦名　達夫,エビナ　タツオ,プロ(他球団),他球団,87807262,横浜,外野手,右翼手,なし,右,右,185,88,24,1997/09/20,支配下,2軍,Tatsuo Ebina,Tatsuo Ebina,51555151,61,#61,BAY_STA,51555151
63365138,1073229790,マルテ,ジェフリー　マルテ,プロ(他球団),他球団,894509462,阪神,内野手,一塁手,三塁手,右,右,185,102,30,1991/06/21,支配下,2軍,Jefry Marte,Jefry Leonal (Paulino) Marte,63365138,31,#31,HAN_TIG,63365138
81585155,1073229803,川村　啓真,カワムラ　ケイシン,プロ(他球団),他球団,458039366,西武,外野手,右翼手,なし,右,左,173,83,22,1999/09/06,育成,2軍,Keishin Kawamura,Keishin Kawamura,81585155,129,#129,SAI_LIO,81585155
11215132,1073229853,谷川原　健太,タニガワラ　ケンタ,プロ(他球団),他球団,724939825,ソフトバンク,捕手,捕手,二塁手,右,左,174,85,24,1997/04/16,支配下,2軍,Kenta Tanigawara,Kenta Tanigawara,11215132,45,#45,HOK_FIG,11215132
1305136,1073229858,大下　佑馬,オオシタ　ユウマ,プロ(他球団),他球団,998943140,ヤクルト,投手,中継ぎ,なし,右,左,179,83,29,1992/07/06,支配下,2軍,Yuma Oshita,Yuma Oshita,1305136,64,#64,YAK_SWA,1305136
41245138,1073229859,生田目　翼,ナバタメ　ツバサ,プロ(他球団),他球団,842851725,日本ハム,投手,先発,先発,右,右,176,86,27,1995/02/19,支配下,2軍,Tsubasa Nabatame,Tsubasa Nabatame,41245138,13,#13,,41245138
51855134,1073229860,堀　瑞輝,ホリ　ミズキ,プロ(他球団),他球団,842851725,日本ハム,投手,中継ぎ,抑え,左,左,177,82,23,1998/05/10,支配下,2軍,Mizuki Hori,Mizuki Hori,51855134,34,#34,,51855134
21925132,1073229865,重信　慎之介,シゲノブ　シンノスケ,プロ(他球団),他球団,1007859055,巨人,外野手,中堅手,右翼手,右,左,173,74,28,1993/04/17,支配下,2軍,Shinnosuke Shigenobu,Shinnosuke Shigenobu,21925132,43,#43,YOM_GIA,21925132
91395132,1073229871,板山　祐太郎,イタヤマ　ユウタロウ,プロ(他球団),他球団,894509462,阪神,外野手,右翼手,三塁手,右,左,180,82,27,1994/03/27,支配下,2軍,Yutaro Itayama,Yutaro Itayama,91395132,63,#63,HAN_TIG,91395132
41745134,1073229889,才木　浩人,サイキ　ヒロト,プロ(他球団),他球団,894509462,阪神,投手,先発,なし,右,右,189,88,23,1998/11/07,育成,2軍,Hiroto Saiki,Hiroto Saiki,41745134,121,#121,HAN_TIG,41745134
11015136,1073229901,リチャード,リチャード,プロ(他球団),他球団,724939825,ソフトバンク,内野手,三塁手,一塁手,右,右,188,117,22,1999/06/18,支配下,2軍,Richard,Richard Sunagawa,11015136,52,#52,HOK_FIG,11015136
53355134,1073229913,山本　由伸,ヤマモト　ヨシノブ,プロ(他球団),他球団,473072806,オリックス,投手,先発,なし,右,右,178,80,23,1998/08/17,支配下,2軍,Yoshinobu Yamamoto,Yoshinobu Yamamoto,53355134,18,#18,ORI_BUF,53355134
51355134,1073229926,梅野　雄吾,ウメノ　ユウゴ,プロ(他球団),他球団,998943140,ヤクルト,投手,中継ぎ,なし,右,右,175,84,23,1999/01/13,支配下,2軍,Yugo Umeno,Yugo Umeno,51355134,38,#38,YAK_SWA,51355134
61365134,1073229954,尾仲　祐哉,オナカ　ユウヤ,プロ(他球団),他球団,894509462,阪神,投手,中継ぎ,なし,右,左,173,75,27,1995/01/31,支配下,2軍,Yuya Onaka,Yuya Onaka,61365134,40,#40,HAN_TIG,61365134
61365153,1073229956,入江　大生,イリエ　タイセイ,プロ(他球団),他球団,87807262,横浜,投手,先発,一塁手,右,右,187,92,23,1998/08/26,支配下,2軍,Taisei Irie,Taisei Irie,61365153,22,#22,BAY_STA,61365153
31335134,1073229957,今井　達也,イマイ　タツヤ,プロ(他球団),他球団,458039366,西武,投手,先発,中継ぎ,右,右,180,70,23,1998/05/09,支配下,2軍,Tatsuya Imai,Tatsuya Imai,31335134,11,#11,SAI_LIO,31335134
41945155,1073229961,佐藤　隼輔,サトウ　シュンスケ,プロ(他球団),他球団,458039366,西武,投手,先発,なし,左,左,182,83,22,2000/01/03,支配下,2軍,Syunsuke Sato,Syunsuke Sato,41945155,19,#19,SAI_LIO,41945155
81385155,1073229992,岡田　悠希,オカダ　ユウキ,プロ(他球団),他球団,1007859055,巨人,外野手,中堅手,なし,右,左,183,84,22,2000/01/19,支配下,2軍,Yuki Okada,Yuki Okada,81385155,38,#38,YOM_GIA,81385155
81585153,1073229993,緒方　理貢,オガタ　リク,プロ(他球団),他球団,724939825,ソフトバンク,内野手,遊撃手,なし,右,左,175,69,23,1998/09/22,育成,2軍,Riku Ogata,Riku Ogata,81585153,127,#127,HOK_FIG,81585153
61065153,1073230002,佐藤　宏樹,サトウ　ヒロキ,プロ(他球団),他球団,724939825,ソフトバンク,投手,先発,なし,左,左,181,81,23,1999/02/18,育成,2軍,Hiroki Satoh,Hiroki Satoh,61065153,120,#120,HOK_FIG,61065153
41845136,1073230011,村上　宗隆,ムラカミ ムネタカ,プロ(他球団),他球団,998943140,ヤクルト,内野手,三塁手,一塁手,右,左,188,97,22,2000/02/02,支配下,2軍,Munetaka Murakami,Munetaka Murakami,41845136,55,#55,YAK_SWA,41845136
1005134,1073230013,高橋　昂也,タカハシ　コウヤ,プロ(他球団),他球団,743993386,広島,投手,先発,なし,左,左,181,91,23,1998/09/27,支配下,2軍,Koya Takahashi,Koya Takahashi,1005134,34,#34,,1005134
53555153,1073230025,若林　楽人,ワカバヤシ　ガクト,プロ(他球団),他球団,458039366,西武,外野手,中堅手,なし,右,右,177,74,23,1998/04/13,支配下,2軍,Gakuto Wakabayashi,Gakuto Wakabayashi,53555153,35,#35,SAI_LIO,53555153
71875138,1073230034,森脇　亮介,モリワキ　リョウスケ,プロ(他球団),他球団,458039366,西武,投手,中継ぎ,先発,右,右,175,70,29,1992/07/13,支配下,2軍,Ryosuke Moriwaki,Ryosuke Moriwaki,71875138,28,#28,SAI_LIO,71875138
91895151,1073230040,宮田　輝星,ミヤタ　ホクト,プロ(他球団),他球団,842851725,日本ハム,外野手,中堅手,右翼手,右,両,177,76,24,1997/12/02,支配下,2軍,Hokuto Miyata,Hokuto Miyata,91895151,69,#69,,91895151
73375151,1073230044,オースティン,タイラー　オースティン,プロ(他球団),他球団,87807262,横浜,外野手,右翼手,一塁手,右,右,188,100,30,1991/09/06,支配下,2軍,Tyler Austin,Christopher Tyler Austin,73375151,23,#23,BAY_STA,73375151
81285136,1073230050,中村　奨成,ナカムラ　ショウセイ,プロ(他球団),他球団,743993386,広島,捕手,捕手,なし,右,右,181,81,22,1999/06/06,支配下,2軍,Shosei Nakamura,Shosei Nakamura,81285136,22,#22,,81285136
11215151,1073230057,髙部　瑛斗,タカベ　アキト,プロ(他球団),他球団,459227327,ロッテ,外野手,左翼手,右翼手,右,左,178,72,24,1997/12/11,支配下,2軍,Akito Takabe,Akito Takabe,11215151,38,#38,CHI_MAR,11215151
1705134,1073230061,古賀　優大,コガ　ユウダイ,プロ(他球団),他球団,998943140,ヤクルト,捕手,捕手,なし,右,右,177,74,23,1998/08/07,支配下,2軍,Yudai Koga,Yudai Koga,1705134,57,#57,YAK_SWA,1705134
51055153,1073230062,榮枝　裕貴,サカエダ　ユウキ,プロ(他球団),他球団,894509462,阪神,捕手,捕手,なし,右,右,180,83,23,1998/05/16,支配下,2軍,Yuki Sakaeda,Yuki Sakaeda,51055153,39,#39,HAN_TIG,51055153
21325136,1073230341,大城　卓三,オオシロ　タクミ,プロ(他球団),他球団,1007859055,巨人,捕手,捕手,一塁手,右,左,187,90,29,1993/02/11,支配下,2軍,Takumi Oshiro,Takumi Oshiro,21325136,24,#24,YOM_GIA,21325136
71475136,1073230342,西巻　賢二,ニシマキ　ケンジ,プロ(他球団),他球団,459227327,ロッテ,内野手,遊撃手,二塁手,右,右,167,70,22,1999/04/22,支配下,2軍,Kenji Nishimaki,Kenji Nishimaki,71475136,68,#68,CHI_MAR,71475136
3305153,1073230366,山﨑　伊織,ヤマサキ　イオリ,プロ(他球団),他球団,1007859055,巨人,投手,先発,なし,右,左,181,81,23,1998/10/10,支配下,2軍,Iori Yamasaki,Iori Yamasaki,3305153,19,#19,YOM_GIA,3305153
31535134,1073230461,笠原　祥太郎,カサハラ　ショウタロウ,プロ(他球団),他球団,39194887,中日,投手,先発,なし,左,左,178,85,27,1995/03/17,支配下,2軍,Shotaro Kasahara,Shotaro Kasahara,31535134,47,#47,CHU_DRA,31535134
33135132,1073230474,山崎　晃大朗,ヤマサキ　コウタロウ,プロ(他球団),他球団,998943140,ヤクルト,外野手,中堅手,右翼手,左,左,173,68,28,1993/08/11,支配下,2軍,Kotaro Yamasaki,Kotaro Yamasaki,33135132,31,#31,YAK_SWA,33135132
51855136,1073230517,松本　直樹,マツモト　ナオキ,プロ(他球団),他球団,998943140,ヤクルト,捕手,捕手,右翼手,右,右,177,82,28,1993/10/17,支配下,2軍,Naoki Matsumoto,Naoki Matsumoto,51855136,32,#32,YAK_SWA,51855136
71675134,1073230561,浜地　真澄,ハマチ　マスミ,プロ(他球団),他球団,894509462,阪神,投手,中継ぎ,なし,右,右,185,92,23,1998/05/25,支配下,2軍,Masumi Hamachi,Masumi Hamachi,71675134,36,#36,HAN_TIG,71675134
31635151,1073230564,平間　隼人,ヒラマ　ハヤト,プロ(他球団),他球団,1007859055,巨人,内野手,遊撃手,二塁手,右,左,173,75,25,1996/12/16,育成,2軍,Hayato Hirama,Hayato Hirama,31635151,93,#093,YOM_GIA,31635151
71075138,1073230568,近本　光司,チカモト　コウジ,プロ(他球団),他球団,894509462,阪神,外野手,中堅手,なし,左,左,171,71,27,1994/11/09,支配下,2軍,Koji Chikamoto,Koji Chikamoto,71075138,5,#5,HAN_TIG,71075138
21525132,1073230590,柿沼　友哉,カキヌマ　トモヤ,プロ(他球団),他球団,459227327,ロッテ,捕手,捕手,なし,右,右,180,82,28,1993/05/12,支配下,2軍,Tomoya Kakinuma,Tomoya Kakinuma,21525132,99,#99,CHI_MAR,21525132
21325132,1073230602,呉　念庭,ウー　ネンティン,プロ(他球団),他球団,458039366,西武,内野手,三塁手,一塁手,右,左,178,80,28,1993/06/07,支配下,2軍,Nienting Wu,Nienting Wu,21325132,39,#39,SAI_LIO,21325132
33135134,1073230613,三森　大貴,ミモリ　マサキ,プロ(他球団),他球団,724939825,ソフトバンク,内野手,二塁手,三塁手,右,左,186,73,23,1999/02/21,支配下,2軍,Masaki Mimori,Masaki Mimori,33135134,68,#68,HOK_FIG,33135134
71275134,1073230614,種市　篤暉,タネイチ　アツキ,プロ(他球団),他球団,459227327,ロッテ,投手,先発,なし,右,右,183,88,23,1998/09/07,支配下,2軍,Atsuki Taneichi,Atsuki Taneichi,71275134,16,#16,CHI_MAR,71275134
21425153,1073230679,中川　颯,ナカガワ　ハヤテ,プロ(他球団),他球団,473072806,オリックス,投手,先発,一塁手,右,左,184,80,23,1998/10/10,支配下,2軍,Hayate Nakagawa,Hayate Nakagawa,21425153,37,#37,ORI_BUF,21425153
31835134,1073230689,細川　成也,ホソカワ　セイヤ,プロ(他球団),他球団,87807262,横浜,外野手,右翼手,中堅手,右,右,179,93,23,1998/08/04,支配下,2軍,Seiya Hosokawa,Seiya Hosokawa,31835134,52,#52,BAY_STA,31835134
31235136,1073230697,谷川　昌希,タニガワ　マサキ,プロ(他球団),他球団,842851725,日本ハム,投手,中継ぎ,なし,右,右,175,84,29,1992/10/06,支配下,2軍,Masaki Tanigawa,Masaki Tanigawa,31235136,58,#58,,31235136
31735134,1073230709,九鬼　隆平,クキ　リュウヘイ,プロ(他球団),他球団,724939825,ソフトバンク,捕手,捕手,なし,右,右,180,76,23,1998/09/05,支配下,2軍,Ryuhei Kuki,Ryuhei Kuki,31735134,65,#65,HOK_FIG,31735134
81785138,1073230726,佐藤　龍世,サトウ　リュウセイ,プロ(他球団),他球団,842851725,日本ハム,内野手,二塁手,三塁手,右,右,174,90,25,1997/01/15,支配下,2軍,Ryusei Sato,Ryusei Sato,81785138,49,#49,,81785138
41545153,1073230743,大道　温貴,オオミチ　ハルキ,プロ(他球団),他球団,743993386,広島,投手,先発,なし,右,右,178,79,23,1999/01/20,支配下,2軍,Haruki Omichi,Haruki Omichi,41545153,12,#12,,41545153
71975134,1073230763,佐々木　千隼,ササキ　チハヤ,プロ(他球団),他球団,459227327,ロッテ,投手,中継ぎ,先発,右,右,181,83,27,1994/06/08,支配下,2軍,Chihaya Sasaki,Chihaya Sasaki,71975134,11,#11,CHI_MAR,71975134
81285138,1073230780,根尾　昂,ネオ　アキラ,プロ(他球団),他球団,39194887,中日,外野手,右翼手,左翼手,右,左,177,82,21,2000/04/19,支配下,2軍,Akira Neo,Akira Neo,81285138,7,#7,CHU_DRA,81285138
81885136,1073230788,安田　尚憲,ヤスダ　ヒサノリ,プロ(他球団),他球団,459227327,ロッテ,内野手,三塁手,一塁手,右,左,188,95,22,1999/04/15,支配下,2軍,Hisanori Yasuda,Hisanori Yasuda,81885136,5,#5,CHI_MAR,81885136
63965134,1073230794,モイネロ,リバン　モイネロ,プロ(他球団),他球団,724939825,ソフトバンク,投手,中継ぎ,抑え,左,左,178,69,26,1995/12/08,支配下,2軍,Livan Moinelo,Livan Moinelo,63965134,35,#35,HOK_FIG,63965134
91095151,1073230823,佐藤　直樹,サトウ　ナオキ,プロ(他球団),他球団,724939825,ソフトバンク,外野手,中堅手,左翼手,右,右,177,86,23,1998/09/03,支配下,2軍,Naoki Satoh,Naoki Satoh,91095151,30,#30,HOK_FIG,91095151
91795134,1073230833,郡　拓也,コオリ　タクヤ,プロ(他球団),他球団,842851725,日本ハム,捕手,捕手,二塁手,右,右,179,88,23,1998/04/25,支配下,2軍,Takuya Kori,Takuya Kohri,91795134,60,#60,,91795134
61165153,1073230838,石川　達也,イシカワ　タツヤ,プロ(他球団),他球団,87807262,横浜,投手,先発,なし,左,右,178,75,23,1998/04/15,育成,2軍,Tatsuya Ishikawa,Tatsuya Ishikawa,61165153,101,#101,BAY_STA,61165153
